Read	Ref	flag	MAPQ	refPos	readLength	refAlnLength	matches	Inss	Dels	SNPs	medianQ	meanQ
6ff55c2f-fe59-4116-8cb2-797edeb89c61	NC_000962.3	16	60	1461097	294	176	175	1	3	0	20.731293	22.000000
d604c60a-10e9-4e78-a2dc-6d9fdb099af6	*	4	0	0	243	0	0	0	0	0	20.711935	24.000000
58c66ddb-2544-49e6-aba0-bc6e0ce0d4d6	*	4	0	0	490	0	0	0	0	0	15.795918	15.000000
9b68c227-64cb-4d38-a1ea-8b4ba8a78e1c	NC_000962.3	16	60	3640552	1236	1129	1076	29	16	24	19.846279	21.000000
88ab7829-152c-4c7d-b0b7-a1f6e1656e0b	*	4	0	0	320	0	0	0	0	0	22.299999	23.500000
fa91b3dc-360a-4ce9-9377-399ddf1ded5c	*	4	0	0	256	0	0	0	0	0	17.515625	18.000000
be63a9aa-9ffe-439e-adc8-c0c814ce8bf0	*	4	0	0	250	0	0	0	0	0	24.927999	28.000000
f34b2300-b3ab-4c2a-a363-c9cdd66dbdf8	NC_000962.3	0	60	529320	459	354	342	5	6	7	20.459696	22.000000
9fe2a28d-d81d-4b6b-988c-db68c667479f	NC_000962.3	0	60	1472566	523	404	387	9	5	8	19.965584	21.000000
098bdea7-e12d-4e5a-80e8-29722e5aa032	NC_000962.3	16	60	1302972	1027	930	847	47	19	36	17.886076	17.000000
41c2eeb0-9cf5-4e11-aefe-2fa0c8c3bd2d	*	4	0	0	283	0	0	0	0	0	24.710247	26.000000
dfc4f282-2854-4eb3-bcf3-88b53e133058	NC_000962.3	0	60	490816	308	192	186	3	6	3	18.474026	19.000000
dafb256e-4564-4238-8726-58cb5046e571	*	4	0	0	248	0	0	0	0	0	19.250000	20.000000
aa9d4a64-7c39-4f4a-81fb-7a1ffa3abceb	*	4	0	0	198	0	0	0	0	0	18.909090	20.000000
5bfed74f-8204-482b-9893-345c91f01ea8	*	4	0	0	429	0	0	0	0	0	17.920746	19.000000
dc9ed994-026b-4495-82e9-7e080edf3bb5	NC_000962.3	0	60	528890	877	772	735	14	13	23	20.433296	22.000000
f9d47ca9-6499-4b74-a670-3592d5d6db19	*	4	0	0	198	0	0	0	0	0	20.722221	21.000000
4feb157a-669f-4cc6-84d9-c0c73142e396	NC_000962.3	0	60	1917909	1003	888	842	26	13	20	20.102692	22.000000
139ec426-b68b-4e85-9972-45557f4982d3	NC_000962.3	0	60	778648	421	314	307	3	1	4	22.370546	25.000000
5479ef36-a457-4464-a7fd-f7864f131676	NC_000962.3	0	60	4247837	739	615	590	14	5	11	23.040596	25.000000
7bf8ef16-e224-4d81-8322-3ab73289d66f	NC_000962.3	0	60	1918219	680	582	557	15	9	10	22.764706	25.000000
2709cf21-3333-469d-a7d8-839d247c15fb	*	4	0	0	280	0	0	0	0	0	17.864286	18.000000
32302bd1-9ca8-45ff-9878-3ded928ee839	NC_000962.3	0	60	1472473	1148	1057	987	33	18	37	18.060976	19.000000
ae5d1a00-9579-4173-8ec4-aca1ef981095	NC_000962.3	0	60	1674678	392	295	261	24	2	10	16.482143	15.500000
f6c4ea7f-3488-49a9-8ce2-c2fde43291ab	*	4	0	0	276	0	0	0	0	0	17.532608	18.000000
995ed892-1c3e-4c10-9dec-876172198ac1	*	4	0	0	703	0	0	0	0	0	17.075392	18.000000
956a48e6-d968-400b-9e78-fb48ab615dc0	NC_000962.3	0	60	3641538	345	188	180	4	4	4	16.269566	16.000000
60009da4-98b3-45c8-816e-8e43c4fe761f	*	4	0	0	399	0	0	0	0	0	22.523809	24.000000
240eb3a5-13a8-4276-a228-0f0834e533bd	*	4	0	0	569	0	0	0	0	0	15.757469	16.000000
d67dad4b-6883-48f4-920e-305eb7d2bbe3	NC_000962.3	0	60	1460612	319	216	209	5	2	2	20.736677	22.000000
40d742ff-da9c-4e37-bc67-3834144cf8b5	NC_000962.3	16	60	1917722	627	522	477	23	23	22	12.102074	10.000000
fa6633aa-95c1-4d6d-8bbb-676dde473387	NC_000962.3	16	60	4326628	788	691	603	31	7	57	14.027919	13.000000
99357bf4-8d0e-439d-9814-fff14e8873f1	NC_000962.3	16	60	4326611	697	589	573	5	6	11	22.143473	24.000000
e684f672-a7e6-4ce2-b843-12fe344222d1	NC_000962.3	16	60	1472422	595	503	456	30	6	17	20.625210	21.000000
2ea78174-17d0-4839-b169-45b4d3e9f7c4	*	4	0	0	541	0	0	0	0	0	15.164510	14.000000
cb1525fe-7c4d-4004-b490-cdc0ed0bbe71	NC_000962.3	0	57	1918225	357	235	216	11	8	8	13.725491	12.500000
c4c62163-ae2a-4656-b613-db8db7520461	NC_000962.3	0	60	6784	1008	899	776	62	32	61	14.049603	12.000000
9e7fce03-c382-4cbb-822f-acf75ac964a7	NC_000962.3	16	60	4248077	288	170	159	8	10	3	16.274305	15.000000
e1c64c17-6a8b-485f-9357-b287d111e95c	NC_000962.3	0	28	1475855	275	71	71	0	1	0	18.276363	18.000000
cef59f94-84a2-4fdb-b904-3c6a0a5b5aa0	NC_000962.3	0	60	1475789	298	188	187	0	0	1	24.144295	27.000000
735763bb-0eb7-4604-889b-66e5bb532ecb	NC_000962.3	0	34	1461246	254	125	120	5	3	0	18.657480	18.000000
bd5d2908-e6b9-4ef1-9482-5b23b42a9767	*	4	0	0	258	0	0	0	0	0	17.437984	17.000000
987ae128-ef6d-4c12-9e4f-99e7acc2b0f0	*	4	0	0	450	0	0	0	0	0	19.824444	21.000000
22ddd0ca-bdfb-433a-a23a-5cc8d8974a5f	NC_000962.3	16	60	1918293	588	497	460	15	7	22	17.823130	18.000000
b2af97c2-f0ba-4550-b435-0f1d0bdb59a0	*	4	0	0	199	0	0	0	0	0	24.175879	27.000000
6baf7b6c-d4a0-4415-ade5-01c9ca2d0b0d	NC_000962.3	16	60	1917721	503	383	365	11	14	7	19.630219	21.000000
585e56e0-a24d-4317-a111-d675357428f1	*	4	0	0	351	0	0	0	0	0	12.584045	11.000000
2af9652a-efcb-444f-968e-590e013f7d9f	NC_000962.3	0	60	800907	289	164	153	11	5	0	19.591696	21.000000
56a00a8e-9583-4a52-9dae-0decc57e47f6	NC_000962.3	16	60	4247518	1022	916	887	17	11	12	22.840509	25.000000
f19923d3-6791-4529-9708-1191f76a2f63	*	4	0	0	807	0	0	0	0	0	21.814127	23.000000
ae1e06b8-a79c-4afc-8085-01cb721581a0	*	4	0	0	192	0	0	0	0	0	19.093750	20.000000
ee2eb275-2578-416d-a1bf-0859363da062	NC_000962.3	0	60	3641477	353	259	246	7	8	6	17.450424	16.000000
96124623-2e37-4f82-abba-f1c30b997f65	*	4	0	0	196	0	0	0	0	0	18.392857	19.000000
7d74b091-9b59-4036-ad3b-ae180ac7468f	*	4	0	0	788	0	0	0	0	0	14.710660	14.000000
c9a483d8-9524-46c7-a1dc-c16091cb7cf1	*	4	0	0	210	0	0	0	0	0	19.614286	20.000000
98d60286-2341-430e-81d0-8b0715c11f50	*	4	0	0	259	0	0	0	0	0	18.969112	20.000000
9bfea72a-9a23-495e-a367-18766189033f	*	4	0	0	206	0	0	0	0	0	18.946602	20.000000
7805753e-ecc0-40a7-8cce-377195437047	NC_000962.3	0	60	4407519	604	523	480	12	4	31	19.312914	20.000000
809cb4b6-079d-4707-ae8c-a1d49f83ad58	NC_000962.3	16	60	1917722	1125	1020	947	39	30	34	17.675556	18.000000
638d2d4d-750a-4c1c-b771-a11976e90f8f	*	4	0	0	209	0	0	0	0	0	16.559809	17.000000
b836a811-d494-4659-a2bf-c1a33b145e81	NC_000962.3	0	60	3987441	399	278	270	5	2	3	21.340853	23.000000
4b0b952b-8083-46f1-9346-a7e9f1f1b1c0	NC_000962.3	16	60	781363	351	242	227	9	2	6	17.635328	18.000000
a352ced7-1727-477f-a465-35b6811a387e	NC_000962.3	0	60	529385	387	287	264	8	2	15	18.025839	18.000000
cddd66a1-b5be-48fe-8961-a9671c5f404c	NC_000962.3	16	60	781364	596	505	456	21	15	28	17.387585	17.000000
5439f8a0-3e14-4f1e-805d-e194a35ece3e	NC_000962.3	0	60	1305232	371	282	254	6	4	22	18.595688	20.000000
d055e2d3-c346-4a45-8351-a1898b9ca432	NC_000962.3	16	60	3640552	397	286	278	4	1	4	22.803526	25.000000
650b7ff7-c62b-4e1f-91fa-d9347129d537	NC_000962.3	0	60	1472780	843	751	713	13	7	25	22.794781	24.000000
6bb7b29f-ab3c-4e62-b43d-499b1a545a51	*	4	0	0	463	0	0	0	0	0	21.179266	23.000000
92d57d7c-8c05-4b86-995a-8f3b438ab1ab	*	4	0	0	251	0	0	0	0	0	22.223108	24.000000
b5a1767b-2eee-4d79-8461-f2e71267b8ae	*	4	0	0	509	0	0	0	0	0	16.449902	16.000000
113778d9-c68c-4416-b230-5406c5bd2fe6	*	4	0	0	602	0	0	0	0	0	17.330564	16.000000
c6b365e0-7e38-4822-8af0-2e48158c71c6	*	4	0	0	359	0	0	0	0	0	16.598886	17.000000
eb415ac4-f703-4731-bf3f-bdde7df26645	NC_000962.3	0	60	1917849	1019	951	848	36	31	67	14.788028	13.000000
8c31c9f0-a2a1-4afb-9a64-704b33144068	*	4	0	0	319	0	0	0	0	0	19.426332	21.000000
16270902-6850-4eca-8ffd-88bf43b5fd57	NC_000962.3	0	60	1303011	520	423	404	4	0	15	22.648077	24.000000
48085390-fe96-4a3c-be76-acc91633e16f	NC_000962.3	0	60	1460921	574	465	443	13	9	9	20.787457	22.000000
648e06da-8717-4e94-bccf-2500cd1436ab	NC_000962.3	0	60	1473001	556	465	428	8	5	29	18.732014	20.000000
777efe5f-882e-4a12-a4f8-2ca5339747f0	NC_000962.3	16	25	4247359	226	113	107	2	3	4	19.893805	20.000000
e435ed76-8405-4fbf-8106-f01c1d84b760	NC_000962.3	16	47	1303633	396	280	240	24	8	16	12.775252	11.000000
2180172b-e42f-4a44-9947-482ea51828df	NC_000962.3	16	60	1302994	1115	999	864	75	27	60	15.295964	14.000000
9fe5e14b-53b8-4008-b92a-e73e5f0c56c2	NC_000962.3	16	60	4247362	372	263	256	4	1	3	20.282259	21.500000
ee57ccce-ede8-47ea-be17-14c3c516ed0d	NC_000962.3	16	60	1302978	632	532	490	23	12	19	15.768988	15.000000
ea253010-2dea-4dea-a92b-fff8432ebc3f	*	4	0	0	260	0	0	0	0	0	13.234615	10.000000
fe03bcdc-2d81-4a50-95af-b4219c27b60f	*	4	0	0	925	0	0	0	0	0	25.261621	27.000000
86545e57-78a8-4c1d-8083-441df830a4e1	*	4	0	0	1129	0	0	0	0	0	17.109831	16.000000
24ba44cf-84f6-4c15-a553-032d27a4ab91	*	4	0	0	309	0	0	0	0	0	25.889967	28.000000
01d46cd7-17a9-46d3-8ecf-7fcf4c2a448f	NC_000962.3	16	60	1303001	459	327	288	17	10	22	11.803922	10.000000
042afd50-2417-424e-9b98-5c9d644bfdd5	*	4	0	0	313	0	0	0	0	0	19.108625	20.000000
1a34ec63-f655-4779-90ca-68c1a3e289a1	NC_000962.3	16	60	1460464	558	478	419	20	9	39	16.646954	16.000000
5b9f219a-d7b5-4556-ac16-b3f37665b280	*	4	0	0	174	0	0	0	0	0	22.114943	22.000000
41272e91-0a3b-4ea6-bebf-c86fb3a9e6aa	*	4	0	0	223	0	0	0	0	0	22.973095	25.000000
c29bcbe3-179f-4c97-a646-db334b53684f	*	4	0	0	235	0	0	0	0	0	12.804255	11.000000
88672f2f-935a-4d57-84f6-8b710f1850d4	*	4	0	0	250	0	0	0	0	0	18.516001	19.000000
d36e85b1-0214-45e8-ae54-679936c9e1f6	NC_000962.3	0	60	1303508	766	650	626	15	8	9	20.560053	22.000000
a052dc64-1ce1-4264-a742-48a30f5191c2	NC_000962.3	0	60	529122	653	549	534	5	1	10	24.290964	26.000000
90f6725e-f8ba-40f5-91f5-bd713839dbf0	*	4	0	0	377	0	0	0	0	0	21.562334	24.000000
e6a995a8-ff9f-4f1f-bd89-04093a3ee6d9	*	4	0	0	267	0	0	0	0	0	22.670412	24.000000
253c00b6-d948-471d-ac9f-34f0ff59ccfa	NC_000962.3	0	60	4247396	350	230	216	9	5	5	20.165714	22.000000
1fbaad5d-eda2-493d-abfa-164ea27f8a47	*	4	0	0	189	0	0	0	0	0	19.074074	21.000000
221f514a-29a4-4560-924a-281a001dff48	NC_000962.3	0	60	3640927	879	808	724	38	13	46	19.609783	22.000000
dad7a1ee-0328-4627-9c65-8205d484033f	NC_000962.3	0	60	1472950	411	299	273	13	11	13	17.639902	17.000000
d21bb958-0e92-49ad-b7ba-2df42032f2fb	*	4	0	0	229	0	0	0	0	0	22.441048	24.000000
9eeae161-3393-4866-a1e9-b8771f9e1001	NC_000962.3	0	60	4326642	792	688	627	33	18	28	19.803030	21.000000
d1c52331-1374-4d6f-a847-1a7cab359aee	NC_000962.3	0	60	4247489	359	232	218	5	5	9	18.484680	19.000000
39ebb7c1-97fd-4ebc-8d6f-3a12d326ac60	NC_000962.3	16	60	1472482	247	130	126	2	3	2	17.574900	18.000000
23885c9f-a872-4b3b-a626-816b39765af2	NC_000962.3	0	60	1473046	572	453	446	5	9	2	19.627623	21.000000
9948f421-550d-4b9a-8c41-967e2bbbd641	*	4	0	0	228	0	0	0	0	0	22.557018	22.000000
06146555-6c8c-4639-9a1a-ebfeffaa9b9a	*	4	0	0	306	0	0	0	0	0	12.137255	9.000000
790a5dfd-05b6-4f5d-973b-bd8ca0bcce05	NC_000962.3	16	60	1303020	1205	1100	1055	24	11	21	22.378424	24.000000
22f4fc54-71d3-4f4e-a9ec-ec52d27650a5	NC_000962.3	16	60	1673269	665	533	488	31	14	14	16.297745	16.000000
0230c96f-d4e9-4cdb-b2f4-8994a4ad8908	*	4	0	0	208	0	0	0	0	0	22.384615	24.000000
4d6801b7-da72-4221-a69c-c7f72c08bfdb	NC_000962.3	0	60	529224	529	440	395	17	10	28	14.875237	13.500000
f54e17be-2d5d-42be-ad89-42ec41ee8feb	*	4	0	0	485	0	0	0	0	0	25.668041	28.000000
861c0275-c90a-48db-aefa-acb07ebb8d54	NC_000962.3	0	60	529201	576	471	457	6	4	8	20.576389	23.000000
70eb03df-a00e-43c2-b0fd-8939dcc200ff	*	4	0	0	260	0	0	0	0	0	22.634615	24.500000
4509fc52-ff62-4db0-b50a-7e9d88dd47d3	NC_000962.3	0	60	1472920	727	613	588	16	13	9	20.327374	22.000000
2a4712fe-3f31-4cde-828b-a9ee0a749e5f	*	4	0	0	277	0	0	0	0	0	22.819494	26.000000
02f10687-859d-4020-b520-47d6d8b6b87a	*	4	0	0	243	0	0	0	0	0	17.526749	17.000000
2ab0190a-74cf-4712-8d13-5976bdeb2120	*	4	0	0	300	0	0	0	0	0	17.690001	17.000000
f6b308a0-d8f3-412f-81c6-20fa4d4df39c	NC_000962.3	0	60	4247824	243	149	139	2	0	8	19.312757	21.000000
f46d3e38-2194-47a0-a125-e1313e8b8143	NC_000962.3	16	60	1917722	1023	933	829	55	31	49	14.665689	13.000000
29a4a50f-950e-49ee-960f-c690c709173f	NC_000962.3	16	11	3119469	342	176	158	10	8	8	13.359649	11.000000
7e89ddee-dcb3-44e1-b046-3e348e636248	NC_000962.3	16	60	1472421	391	290	275	5	3	10	21.043478	22.000000
365a475a-98be-4ce7-ac03-85eba7d8659e	NC_000962.3	0	60	800801	357	260	238	6	0	16	20.492998	22.000000
249d1132-6111-42ac-81d2-e32fef3bf077	NC_000962.3	0	60	1918239	681	562	527	23	19	12	19.230543	20.000000
1939f272-d4d7-438c-8435-bca1173a5246	*	4	0	0	174	0	0	0	0	0	19.327587	20.000000
227ff07f-b50b-4cc3-bb96-7b1efd71fed8	NC_000962.3	16	54	801189	268	154	144	4	3	6	14.929105	13.000000
7db1bf10-250a-4999-9e56-e307df3cbe27	NC_000962.3	16	60	1917721	903	787	767	15	8	5	22.591362	24.000000
38fb9fb9-373a-4399-9a0a-d65a6025aa9c	*	4	0	0	469	0	0	0	0	0	21.044777	22.000000
757ec25f-b3b2-488b-8b88-5878328eddec	*	4	0	0	267	0	0	0	0	0	21.823971	22.000000
105749cc-11a4-4600-a5c5-699b8e9c25a1	NC_000962.3	0	60	4247824	467	365	350	3	5	12	21.734476	23.000000
9db4aa09-9ea7-41df-9577-a50cf41cc56a	*	4	0	0	325	0	0	0	0	0	15.618462	16.000000
bd33ed8f-8d82-4b72-bc9c-9ae0c8337a55	NC_000962.3	16	60	3641281	433	325	285	18	8	22	15.780601	16.000000
6de28d30-cd58-48cc-bedc-e7d797948997	NC_000962.3	0	60	1673377	787	665	649	10	17	6	22.432020	24.000000
d56d7a6c-02e3-4e64-b2fb-0b9afb5bcac7	NC_000962.3	16	60	1302973	1318	1203	1148	33	32	22	21.853565	23.000000
613b16ee-2fc5-4832-a02f-9da963f1a128	*	4	0	0	241	0	0	0	0	0	15.062241	15.000000
3f75945f-22c0-45e1-a920-1c2ef2299a5d	NC_000962.3	0	19	2715881	284	160	150	8	5	2	16.718309	16.000000
260a8242-3279-4d55-9a74-58d181746f14	NC_000962.3	0	60	1472450	1156	1083	917	91	45	75	12.217128	10.000000
9fe4adf2-8822-43c4-8bc4-62bb205a2b82	NC_000962.3	0	60	4407328	633	529	500	10	9	19	22.345972	25.000000
5c201a77-75c9-4988-b6ab-0c14ba24ef60	NC_000962.3	16	60	6505	1245	1133	1097	21	17	15	21.678715	23.000000
47a40b7c-45cc-49ca-bbc0-286e7d822c4c	*	4	0	0	4639	0	0	0	0	0	17.971115	18.000000
aaa72a9f-a965-456d-9bc0-75e20e2d14a6	*	4	0	0	2302	0	0	0	0	0	24.049522	26.000000
0bb21335-392d-48d9-a139-afcbfe679c34	NC_000962.3	16	60	1302970	891	806	736	29	20	41	18.519640	18.000000
40e5161c-e076-48d1-b4c3-ce77a46d922a	NC_000962.3	0	60	1473346	292	179	177	2	2	0	19.654110	22.000000
46ce4f93-8ebf-4c84-935b-f796cce1a8a9	NC_000962.3	0	60	4247914	668	554	541	10	7	3	23.700600	26.000000
2081fbc3-7510-4725-9b6a-981839fc587a	NC_000962.3	0	60	6639	411	298	286	5	7	7	22.732361	25.000000
c8c46754-3154-42f2-9419-6aa6424ed2b0	*	4	0	0	365	0	0	0	0	0	20.709589	22.000000
c7c70b87-2570-44ee-833d-cea53fdea8a0	*	4	0	0	199	0	0	0	0	0	21.376884	23.000000
c2ee4f58-0ec8-4d7b-bee3-315328020360	NC_000962.3	0	60	7256	450	339	335	2	2	2	25.513334	27.000000
9d5b9f25-ceb3-4670-a8f4-770efe4e8b9a	NC_000962.3	16	60	4247361	787	673	645	20	6	8	23.085133	25.000000
391a488c-19c7-464e-8d63-800a7ca056ee	NC_000962.3	16	60	1460463	980	868	836	19	16	13	22.354082	23.000000
7698dc9e-1516-4203-9cc2-a94f5d7008f0	NC_000962.3	0	60	3640744	857	770	710	24	18	36	20.290548	21.000000
92059a91-1170-4262-ae98-33fd21f150c1	*	4	0	0	295	0	0	0	0	0	15.359322	14.000000
a74a14f2-50bd-409f-95a5-ffddbf926ac4	NC_000962.3	0	60	528804	954	859	756	46	27	57	12.310272	10.000000
4c3951d5-e222-4355-8a19-82094c8edce2	*	4	0	0	240	0	0	0	0	0	19.137501	20.000000
2a205abd-997f-485e-87f9-919ce39ddf0e	NC_000962.3	0	60	4247514	1086	954	931	12	20	11	21.442909	23.000000
372f86ea-c04f-486f-b0d1-2c1d540d649d	NC_000962.3	16	60	3641822	308	198	183	10	6	5	17.987013	18.000000
1f3bf004-b010-41dc-8167-42785af2cac6	NC_000962.3	16	60	1917721	654	543	526	10	8	7	22.912844	24.000000
fc95b2a2-dd94-4475-af4a-1998a40ae330	NC_000962.3	0	60	491086	881	782	726	27	24	29	18.763905	19.000000
d696e495-d1dc-4da4-926c-debdb1072d27	*	4	0	0	226	0	0	0	0	0	11.066372	9.000000
30615298-80c9-4043-b708-4246b57c9bc3	*	4	0	0	169	0	0	0	0	0	23.710060	26.500000
a479890b-29cc-4113-91f2-a905944fc039	NC_000962.3	16	60	1460464	940	845	767	40	26	38	16.773405	17.000000
0eeafe9e-5acc-4de2-a446-7088c0705979	*	4	0	0	372	0	0	0	0	0	22.137096	24.500000
e61ee39f-8c7a-4a55-8774-001f292724cd	NC_000962.3	16	60	1460788	215	96	95	0	0	1	19.539536	20.000000
fd69f0fa-7061-4aa0-9f9f-02cc580a355b	NC_000962.3	16	60	6503	270	165	158	1	0	6	24.607407	28.000000
93163651-ef75-4376-b1c9-052dbcc9a67f	*	4	0	0	234	0	0	0	0	0	14.205129	14.000000
17490239-9163-440f-9cd2-6c3aa3eb0f61	NC_000962.3	16	60	1472422	717	626	546	33	13	47	15.196652	14.000000
3a959958-4fc3-4264-9920-9c4bf1e03db6	*	4	0	0	250	0	0	0	0	0	19.792000	20.000000
6d554ba2-0064-4f82-bc67-9bff4af2510a	NC_000962.3	16	60	4242952	235	120	116	2	1	2	22.417021	23.000000
f5c73c4d-e739-4328-a1e5-c03d8aa55539	NC_000962.3	16	60	1918345	359	245	238	2	3	5	19.651810	21.000000
d3ad8df8-ed17-4981-9be9-6c91ec3afb19	NC_000962.3	0	60	4326743	1022	918	881	23	11	14	19.591976	21.000000
1368a6e3-7efc-4837-9dac-a0498e732431	NC_000962.3	16	60	1475790	511	410	378	18	4	14	18.931507	19.000000
cac73c27-891d-4e4a-ae53-4973b38e151e	NC_000962.3	0	60	1917808	415	295	285	6	3	4	21.419277	23.000000
033aaf4d-3e82-4622-a55c-11df38c2e1a2	*	4	0	0	223	0	0	0	0	0	16.636772	18.000000
ede00a9c-193c-44e1-9f5c-30baff943969	*	4	0	0	268	0	0	0	0	0	21.298508	22.500000
017938af-8291-4984-9e00-0ce9a142f0e4	NC_000962.3	16	60	3641336	383	166	162	1	3	3	19.642298	20.000000
7b4a4ed3-7c6c-4530-9b91-99e8e648792c	*	4	0	0	365	0	0	0	0	0	21.717808	23.000000
2eb9e464-12d0-4a9c-8781-d22b81ef80b7	NC_000962.3	16	60	1460896	285	172	169	1	1	2	22.940351	25.000000
93c22860-c70c-4094-849b-62fa31154364	NC_000962.3	0	60	1917775	988	876	839	23	17	14	22.772266	25.000000
f620935b-51e7-41d9-9990-f6a487fa144c	NC_000962.3	0	60	1472537	1094	996	933	33	12	30	20.032907	21.000000
4bb207f1-6722-49b5-96d5-1b5f3fd5c1ae	NC_000962.3	0	60	528773	1017	901	882	11	9	8	24.251720	26.000000
e3064a04-d1dd-47d9-98ee-e16ddc51a6dd	NC_000962.3	0	60	3640630	689	589	556	12	10	21	20.217707	21.500000
98e61e98-f840-4fd1-a4e1-a550e177bcf7	NC_000962.3	16	60	2154735	292	186	178	4	1	4	19.006849	21.000000
543ace55-8fb6-48d7-bd5c-a8f3232e78e8	*	4	0	0	699	0	0	0	0	0	16.399141	15.000000
91de6eaf-9482-4f76-bb94-55d69b17baae	NC_000962.3	0	60	3640744	1098	991	968	7	10	16	22.927141	25.000000
3a1452d1-483a-4bc9-b874-fe0dc4044c4a	*	4	0	0	256	0	0	0	0	0	20.460938	21.500000
c644b8d0-c9e7-4b7e-89ec-7538d270ae88	*	4	0	0	198	0	0	0	0	0	21.540403	23.000000
a45b53fe-d0e0-4c57-b952-aa1344a77c37	*	4	0	0	254	0	0	0	0	0	11.460629	10.000000
ff0e3b8b-4ce5-42fa-9f79-10c9e86d37b9	*	4	0	0	275	0	0	0	0	0	19.989090	21.000000
fcac24be-1498-4a5c-9f8f-4f6c1a61c1ff	NC_000962.3	16	60	4242944	744	644	610	19	16	15	19.762096	21.000000
3f3384bd-048a-4d57-9ce3-b7ade64a9a53	*	4	0	0	171	0	0	0	0	0	22.321638	23.000000
e967343c-d0fc-4744-a8b2-da222024e9c8	NC_000962.3	16	60	1918482	376	268	245	7	8	16	18.220745	18.000000
186ac993-2094-4efc-b1ff-680e1c8a6e0e	NC_000962.3	0	60	1461103	391	280	264	9	12	7	20.117647	21.000000
5c0e1ad3-bb24-49ed-abde-065209bbd0ba	NC_000962.3	16	60	1303227	545	453	412	14	10	27	16.282568	15.000000
1adce7f6-0f93-4c03-8a67-8a68f6435f75	NC_000962.3	16	60	1460464	458	373	364	5	3	4	21.639738	23.000000
d9fece6b-cc32-49f5-a5b3-d33e4c1f6f6f	*	4	0	0	195	0	0	0	0	0	21.379488	22.000000
a11840bd-0f05-4bca-8dc4-ac344178c22c	NC_000962.3	0	60	7078	253	135	130	2	0	3	20.075098	21.000000
49e83c70-d8ed-4730-ab31-461ac05eda94	*	4	0	0	240	0	0	0	0	0	20.075001	22.000000
f69bc7f5-aa24-4bd1-b67e-d059f7c46126	*	4	0	0	369	0	0	0	0	0	20.731707	22.000000
d611e517-2914-4d3f-8e74-744e3c1f1839	NC_000962.3	0	43	4248052	248	136	124	7	1	5	14.177420	13.000000
1cf4c1ee-766f-47a1-89e5-b7850d344bce	NC_000962.3	16	60	1917721	927	847	798	16	1	33	22.152103	24.000000
de69285b-ca3c-4014-8943-a0e16521ec85	NC_000962.3	16	60	1460475	938	830	783	22	14	25	20.321962	22.000000
bbaab034-3ba4-41aa-94f8-e24036ea2eb4	*	4	0	0	176	0	0	0	0	0	23.426136	26.000000
9f076a32-1a2d-4964-8cb3-e549ee31d091	*	4	0	0	211	0	0	0	0	0	22.398104	24.000000
caf65489-663e-48f1-ae8a-1c55eacd64bf	NC_000962.3	16	42	2155139	388	310	248	28	2	34	16.154638	13.000000
d6878831-13de-4302-ba3f-82d5f52fb8f9	NC_000962.3	16	1	4247361	265	176	152	7	1	17	12.543396	10.000000
2d603a7c-12f0-485e-808d-34ce60d7132e	*	4	0	0	856	0	0	0	0	0	17.981308	19.000000
9ff74398-6f20-4f0c-b3e2-c5022efeabf9	NC_000962.3	16	60	1302980	364	265	253	8	4	4	20.620878	22.000000
2f1c9583-7434-4358-b013-a946081c4b12	NC_000962.3	0	60	1461154	347	232	222	9	8	1	20.717579	22.000000
fc2eb7cf-b62b-4499-95ba-8526c754efed	NC_000962.3	16	60	1917723	309	197	194	0	1	3	20.145632	21.000000
b80cf06f-cb60-45fc-922b-5e400fd0581d	*	4	0	0	254	0	0	0	0	0	19.492126	20.000000
5316189c-5ba3-48e9-8640-3ce2e3ed2bac	*	4	0	0	466	0	0	0	0	0	23.744635	25.000000
10b81dc2-6ea0-42c4-8f1c-1971ce5ddab0	*	4	0	0	239	0	0	0	0	0	21.995815	23.000000
58a9bcb2-98fd-49f1-8c58-5499775225f8	NC_000962.3	0	60	1461009	499	377	367	6	7	4	22.214428	24.000000
bd0c7570-4cbd-4bf1-ac60-e0019947f8cb	NC_000962.3	0	60	529359	420	313	302	6	0	5	22.328571	24.000000
a460a536-b70d-4d48-8f94-f143ab1f434f	NC_000962.3	16	43	3641349	259	159	136	8	2	15	18.864864	20.000000
7f740350-8d2a-4a86-bc71-ee277f2994a4	NC_000962.3	16	60	3641822	791	682	642	25	16	15	18.960810	20.000000
19078ada-b6e4-4864-baaa-7bde5ba79c3a	NC_000962.3	16	60	1917721	922	828	784	20	11	24	21.611713	24.000000
a6c0e609-2619-48ca-bee9-9999b4cd4450	NC_000962.3	16	60	1302972	382	243	225	12	18	6	12.921466	11.000000
b077d964-0f52-4d5f-9bc3-142aaa36f617	NC_000962.3	0	15	3987512	309	205	177	15	10	13	12.601942	10.000000
8f2558d5-6993-4a1e-be98-324a0c677844	NC_000962.3	16	60	3986773	1019	928	842	36	17	50	17.286556	18.000000
f7f18676-1348-44da-ba15-352dbd782e62	NC_000962.3	0	60	4408227	326	214	210	4	3	0	21.592024	24.000000
8e254548-4e0f-4454-9d4b-6c00054ece87	NC_000962.3	16	60	1918326	415	308	295	3	4	10	19.910843	20.000000
6732bedd-7983-4d60-8bb5-070bc0c5a409	NC_000962.3	16	41	1917721	219	99	95	3	1	1	11.721461	10.000000
